 first_name,last_name,pitcher_id,avg_speed,pitch_type_name,pitcher_break_z,pitcher_break_x
 Brusdar,Graterol,660813,88.1,Slider,30.8,9.2
 Travis,Bergen,664157,92.3,4-Seamer,16,13.3
 Joel,Payamps,606303,94.3,Sinker,20.2,15.9
 Rafael,Montero,606160,89.7,Changeup,29.8,16
 Kenley,Jansen,445276,82,Slider,46.8,6
 Garrett,Cleavinger,664076,82.9,Slider,43.8,10.8
 Patrick,Murphy,641907,96.6,Sinker,16.5,12.8
 Nick,Mears,683232,79.1,Curveball,55.4,3.8
 Hyeon-Jong,Yang,660365,81.4,Changeup,31.3,13.7
 Miles,Mikolas,571945,92.8,Sinker,20.4,13
 Grant,Dayton,594795,91.5,4-Seamer,14.8,7.7
 Nabil,Crismatt,622503,89.7,Sinker,24.3,14.7
 Justin,Steele,657006,83,Slider,42.6,12.7
 Kyle,Crick,605195,92.6,4-Seamer,18,6.4
 Chad,Kuhl,641771,94.1,Sinker,21.2,15.9
 Cody,Stashak,664054,82.5,Slider,33.7,6.5
 Drew,Steckenrider,608716,87.6,Changeup,25.8,13.2
 Garrett,Richards,572070,90.6,Changeup,28,15.4
 Pablo,Lopez,641154,80.2,Curveball,48.2,12.6
 Casey,Mize,663554,81.3,Curveball,51.4,9.7
 Patrick,Murphy,641907,83,Curveball,51.8,9.2
 Jon,Gray,592351,76,Curveball,56.6,11.3
 Matt,Manning,666159,78.6,Curveball,55.4,8.3
 Adam,Conley,543045,95.7,4-Seamer,16,14.4
 J.C.,Mejia,650496,93,4-Seamer,22.2,7.4
 Charlie,Morton,450203,86.4,Changeup,33.8,18
 Chi Chi,Gonzalez,592346,84.3,Changeup,33.3,12
 Trevor,Cahill,502239,82.3,Changeup,39.5,13.8
 Charlie,Barnes,656212,81.8,Slider,39,5
 Chad,Kuhl,641771,80.5,Curveball,52.1,10.6
 Richard,Bleier,542947,87.2,Cutter,30.6,1
 Kwang Hyun,Kim,547942,69.6,Curveball,65.9,6
 Alex,Claudio,592222,75.7,Slider,46.7,6.8
 Glenn,Otto,657248,80.7,Slider,41,15.8
 Spenser,Watkins,657093,79.1,Curveball,51.7,0.5
 Conner,Greene,641632,96,4-Seamer,14.2,12.7
 John,Brebbia,605154,92.9,4-Seamer,14.4,10
 Patrick,Murphy,641907,96.6,4-Seamer,13.3,5.4
 Martin,Perez,527048,78.7,Curveball,49.3,5
 Edwin,Uceta,670955,92.8,Sinker,15.6,12.4
 Shane,McClanahan,663556,89.2,Changeup,23.4,15.6
 Shane,Greene,572888,92.6,Sinker,23.5,16.3
 Dan,Winkler,595465,94,4-Seamer,13.7,7.6
 Caleb,Smith,592761,77.9,Curveball,51.1,6.8
 Bailey,Ober,641927,75,Curveball,60.8,10.3
 Keynan,Middleton,641871,85.6,Slider,33.6,3.3
 JD,Hammer,670456,82.7,Slider,43.7,4.4
 Ryan,Sherriff,595411,92,Sinker,27.2,18.7
 Chi Chi,Gonzalez,592346,87.8,Cutter,30.6,2.5
 Casey,Sadler,594987,93.1,Sinker,22.8,16.6
 Dean,Kremer,665152,75.5,Curveball,64.9,8.6
 Dillon,Peters,596071,90.8,4-Seamer,16.9,3.7
 Michael,King,650633,87.9,Slider,29.4,3.3
 Danny,Duffy,518633,85.2,Changeup,25.1,15.4
 Chris,Bassitt,605135,71.7,Curveball,67.4,13.6
 Darwinzon,Hernandez,650382,83.5,Slider,39,6.9
 Justin,Miller,502522,92.8,4-Seamer,15.7,3.6
 Humberto,Castellanos,528748,90.4,4-Seamer,21.2,5.8
 Deolis,Guerra,500610,84.1,Slider,30.7,2.9
 Beau,Burrows,663366,93.1,4-Seamer,13.3,6.8
 Kendall,Graveman,608665,87.4,Slider,35.5,5.8
 Erasmo,Ramirez,541640,92.3,Sinker,26,14.7
 Ljay,Newsome,664714,92.6,4-Seamer,16.2,8.1
 Richard,Lovelady,663992,86.6,Slider,35.7,7.1
 Sean,Poppen,664092,84,Slider,39.6,15.1
 Conner,Menez,669214,82.7,Slider,38.7,5.8
 Seth,Elledge,676220,93.9,Sinker,15.5,11.2
 David,Robertson,502085,92.1,Cutter,14.1,1.1
 Evan,Marshall,605359,88.3,Changeup,30.7,16.3
 Zach,Thompson,605507,85.4,Changeup,32.6,13.6
 Tyler,Webb,643778,90.6,4-Seamer,15.6,2.3
 Dane,Dunning,641540,85.8,Cutter,30.7,2.2
 Clay,Holmes,605280,82.7,Curveball,53.7,7.4
 Wade,Davis,451584,81.9,Curveball,52.7,6.2
 Joe,Smith,501925,87.3,4-Seamer,30.1,16.7
 Walker,Buehler,621111,91.5,Changeup,27.1,13
 Tyler,Zuber,676604,84.4,Slider,37.4,8.5
 Ryan,Buchter,488748,90.5,4-Seamer,15.7,9.5
 Trevor,Williams,592866,84.3,Changeup,32.8,13.8
 Ralph,Garza Jr.,621248,76.7,Slider,41.1,16.8
 Josh,Osich,592612,87.2,Cutter,29.9,2
 Reid,Detmers,672282,92.8,4-Seamer,14.9,7.3
 Sammy,Long,669674,80.4,Changeup,28.1,10.5
 Carlos,Estevez,608032,86.7,Slider,36,5.1
 Chris,Ellis,595939,86,Slider,38.1,3.3
 Antonio,Senzatela,622608,86,Changeup,28.7,7.5
 Robert,Dugger,667498,91.3,4-Seamer,17.6,8.4
 Robert,Dugger,667498,74.8,Curveball,56.5,9.5
 Tony,Watson,453265,92.2,Sinker,24.7,18.5
 Justin,Bruihl,677865,88.2,Cutter,27.9,3.2
 Nestor,Cortes,641482,83,Changeup,34.1,14.1
 Tucker,Davidson,656353,93,4-Seamer,14.9,2
 Tyler,Gilbert,656457,89.7,4-Seamer,18.2,8.2
 Junior,Guerra,448855,84.2,Slider,37.8,6.2
 Justin,Garza,621057,89.8,Cutter,27,2.8
 Bryan,Shaw,543766,84.1,Slider,38.8,14.8
 Zack,Greinke,425844,89.5,Sinker,23.1,13
 Kyle,Finnegan,640448,87.5,Splitter,29.3,10
 Edwin,Uceta,670955,87.6,Changeup,28.5,17.5
 Andre,Scrubb,668687,80.1,Curveball,62.1,4.7
 Jeurys,Familia,544727,97.2,4-Seamer,15.3,10.6
 Chris,Archer,502042,92,4-Seamer,13.4,5.9
 Yusmeiro,Petit,433589,74.9,Curveball,48.8,9.7
 Joe,Musgrove,605397,93.2,Sinker,24.7,10.6
 Daniel,Lynch,663738,93.2,Sinker,18.5,13.8
 Alexander,Wells,649144,72.7,Curveball,63.8,10.1
 Bruce,Zimmermann,669145,81.9,Curveball,46.9,1.1
 Kervin,Castro,665645,94.5,4-Seamer,14,0.8
 Logan,Gilbert,669302,74.8,Curveball,57.3,5.1
 Ross,Detwiler,446321,91.1,Sinker,23.2,16.9
 Justin,Steele,657006,79.1,Curveball,52.8,12.1
 Lou,Trivino,642152,87.3,Changeup,35.3,16.1
 Chris,Mazza,607391,87.1,Cutter,28,1.7
 Jimmie,Sherfy,642073,80.6,Slider,45.7,9.5
 Patrick,Sandoval,663776,78.4,Curveball,58.2,6.2
 Dustin,May,669160,97.8,Sinker,19.9,18.7
 Shaun,Anderson,641312,93.2,4-Seamer,17.9,0.6
 Tim,Hill,657612,84.8,Slider,34.4,2.6
 Hirokazu,Sawamura,617228,86.3,Slider,30.8,4.2
 Jake,Woodford,663765,76.3,Curveball,64.6,10
 Luis,Garcia,472610,86,Slider,37.8,4.8
 Trevor,Richards,670950,84.2,Curveball,37.8,3.5
 Ralph,Garza Jr.,621248,90.3,Sinker,33.1,16.1
 Yacksel,Rios,605441,97.3,Sinker,15.7,14.3
 Brad,Keller,641745,90,Changeup,24.3,12.4
 Enyel,De Los Santos,660853,82.2,Slider,40.6,1.5
 John,Brebbia,605154,81.5,Slider,39.2,8.1
 Cole,Sulser,642121,86.3,Slider,32.5,4.8
 Joe,Musgrove,605397,87.1,Changeup,31.5,9.2
 Dillon,Peters,596071,83.9,Changeup,29.8,11.7
 Trevor,Cahill,502239,78.6,Curveball,55.9,10.1
 Archie,Bradley,605151,78.2,Curveball,56.1,6
 Will,Vest,676684,85.2,Slider,40.6,7.3
 Jameson,Taillon,592791,88,Changeup,24.1,14.1
 Hoby,Milner,571948,79.4,Curveball,45.1,15.5
 Tyler,Clippard,461325,78.3,Changeup,29.8,12.9
 Brandon,Bielak,656232,83,Slider,40,9.8
 Alex,Young,622065,91.3,4-Seamer,18.1,8.4
 Michael,Lorenzen,547179,92,Cutter,25,1.2
 Jeff,Hoffman,656546,77.5,Curveball,59.3,9.3
 Dylan,Floro,571670,87.2,Slider,29.3,1.4
 Fernando,Abad,472551,92.4,Sinker,19.3,13.2
 Logan,Allen,663531,83.3,Changeup,31.1,14
 Cody,Stashak,664054,90.6,4-Seamer,13,5.6
 Daniel,Castano,641447,90.3,4-Seamer,21.3,5.7
 Antonio,Senzatela,622608,77.8,Curveball,51.1,6.6
 Jake,Brentz,641394,91,Changeup,28.8,16.7
 David,Hess,605276,82,Slider,41.6,6.5
 Kyle,Barraclough,607457,93.1,4-Seamer,16.3,7.9
 Jake,Odorizzi,543606,83.1,Slider,34.5,6.1
 Sam,Coonrod,656322,98.5,4-Seamer,12.3,9.7
 Andrew,Wantz,681806,88.3,Cutter,29.2,5.3
 Reymin,Guduan,594056,93.8,4-Seamer,16.5,3.5
 Cristian,Javier,664299,75.9,Curveball,58.2,13.9
 Kyle,Muller,666205,80.4,Curveball,52.1,5.9
 Jorge,Alcala,660896,90.1,Changeup,24.9,17.8
 Rafael,Dolis,503569,86.4,Slider,33.5,7.3
 Alex,Claudio,592222,72.7,Changeup,51.9,18.5
 Austin,Voth,608723,90.2,Cutter,26.4,3.4
 Marcos,Diplan,650959,81,Curveball,49.4,7.4
 Conner,Greene,641632,85.9,Slider,33.5,3
 Chris,Sale,519242,86.4,Changeup,35.1,18.4
 Chris,Archer,502042,87.2,Slider,32.8,5.4
 Danny,Coulombe,543056,90.4,4-Seamer,18.2,4.5
 Trevor,Williams,592866,77.7,Curveball,48.6,9.7
 Shane,Greene,572888,87.4,Cutter,27,5.1
 Adbert,Alzolay,640470,85.6,Changeup,27.9,14
 Jordan,Hicks,663855,99.2,Sinker,15.5,14.9
 Art,Warren,605521,95.2,4-Seamer,14.3,6.9
 Ian,Krol,571871,87.3,Slider,30.2,2.5
 Hyeon-Jong,Yang,660365,80.5,Slider,43,4.9
 Mitch,White,669952,86.4,Slider,34.7,7.6
 Paul,Campbell,669294,87.6,Slider,26.3,2.5
 Ryan,Brasier,518489,95.1,4-Seamer,14.5,6.3
 Yacksel,Rios,605441,96.9,4-Seamer,12.9,8.4
 J.B.,Bukauskas,656266,94.5,4-Seamer,19.4,12.3
 Michael,Rucker,621074,89.2,Cutter,29.6,3.7
 Jay,Jackson,543351,94.8,4-Seamer,13.8,7.5
 Adrian,Sampson,592716,85.4,Changeup,33.3,15.9
 Mychal,Givens,571710,86.1,Slider,33.1,6.1
 Cody,Ponce,664074,89.4,Cutter,26.3,3.7
 Jameson,Taillon,592791,94.2,Sinker,16.2,13.2
 Lou,Trivino,642152,77.8,Curveball,53.4,13.3
 Joely,Rodriguez,570257,94,4-Seamer,19.6,12.7
 Cristopher,Sanchez,650911,93.8,Sinker,21.8,17.2
 Adam,Kolarek,592473,88.6,Sinker,35.4,18.3
 Wade,Miley,489119,79.2,Slider,39.9,11.7
 Dietrich,Enns,608650,85.8,Cutter,34.5,3.6
 Carlos,Hernandez,672578,86.5,Changeup,26.1,9.8
 Jake,Arrieta,453562,86.9,Changeup,35.2,16
 Braxton,Garrett,666129,82.6,Slider,43.9,5.6
 Sam,Coonrod,656322,90.1,Slider,29.6,4
 Brandon,Bielak,656232,93.2,Sinker,20.6,13.5
 Michael,Fulmer,605242,88.1,Changeup,29.6,12.6
 Spencer,Howard,675921,87.9,Cutter,28.7,3.1
 Shane,Greene,572888,81.1,Slider,36.5,14.3
 Richard,Rodriguez,593144,81.3,Slider,47.1,7.3
 Bryse,Wilson,669060,77,Curveball,49.6,16.7
 Danny,Coulombe,543056,78.4,Curveball,61.9,7.1
 Griffin,Jax,643377,79.9,Curveball,56.1,5.9
 Jake,Faria,607188,82.4,Splitter,36.4,10
 Yu,Darvish,506433,89,Splitter,27.7,7.9
 John,King,667463,78.4,Changeup,37.8,13.6
 Alberto,Baldonado,593604,93.8,4-Seamer,15.2,10.4
 Bryan,Garcia,650530,85.8,Changeup,30.9,17.1
 Sal,Romano,607219,87.8,Slider,31.6,0.4
 Jimmy,Lambert,669424,93.6,4-Seamer,13.8,6.5
 Brooks,Raley,548384,90.7,Sinker,26.8,16.3
 Justin,Dunn,643290,84,Slider,39.9,7
 Adbert,Alzolay,640470,90.2,Cutter,26.6,3.5
 Johan,Oviedo,670912,76.7,Curveball,53.1,10.8
 Luis,Oviedo,665854,75.1,Curveball,65.2,9.8
 Archie,Bradley,605151,85.5,Changeup,29.2,12.2
 Bailey,Falter,663559,84.5,Slider,32.6,3.9
 Gabe,Klobosits,656620,94.7,4-Seamer,13.7,6.9
 Demarcus,Evans,663770,85.9,Cutter,26,6.5
 Janson,Junk,676083,92.5,4-Seamer,15.7,1.2
 Joakim,Soria,465657,77.7,Slider,52.8,15
 Manuel,Rodriguez,655889,97.2,Sinker,21.8,13.3
 Josh,Lindblom,458676,90.3,4-Seamer,15.8,5.8
 Michael,Feliz,593140,80.9,Slider,39.6,7
 Alec,Bettinger,676424,91.5,4-Seamer,14.2,3.1
 Michael,King,650633,84.9,Changeup,30.6,17.8
 Kent,Emanuel,592288,91.6,Sinker,25.2,17.3
 Michael,Lorenzen,547179,96.7,4-Seamer,13.8,10.1
 Packy,Naughton,676050,90.5,4-Seamer,18.6,8.1
 Ranger,Suarez,624133,84.3,Slider,34.3,4.4
 Miles,Mikolas,571945,76.5,Curveball,62.4,9.6
 Yennsy,Diaz,660546,89.9,Changeup,26.3,14.4
 Jason,Adam,592094,93.8,4-Seamer,14.4,7
 Wes,Benjamin,605138,85.5,Cutter,31.7,3.1
 Will,Smith,519293,77.7,Curveball,52.9,8.8
 Hector,Santiago,502327,81.4,Changeup,32.6,15.6
 Mike,Wright Jr.,605541,91.9,4-Seamer,17,5.3
 Cionel,Perez,672335,82.4,Slider,46.9,12.6
 Michael,Wacha,608379,76.2,Curveball,56.4,11.3
 Austin,Warren,681810,87.2,Slider,33.3,4.1
 Austin,Adams,613534,94.1,4-Seamer,21.9,8.7
 Ashton,Goudeau,623485,85.1,Changeup,28.6,11.1
 Ben,Bowden,641386,82.4,Changeup,28.7,13.7
 Ryne,Harper,607560,86.5,4-Seamer,25.4,0.1
 Danny,Duffy,518633,93.6,Sinker,15.1,12.4
 Chris,Mazza,607391,79.3,Slider,39.5,11.9
 Tommy,Nance,667297,85.4,Curveball,51,9.1
 Luis,Oviedo,665854,81.7,Slider,42.2,5.5
 Ryan,Weathers,677960,86.6,Changeup,25.2,11
 Chris,Martin,455119,90.9,Cutter,27.7,2.8
 Trevor,Cahill,502239,85.2,Cutter,31.6,0.4
 Tucker,Davidson,656353,86.8,Slider,35.2,3.7
 Nick,Ramirez,598286,79.2,Changeup,35.2,14.1
 Evan,Marshall,605359,82.5,Curveball,50.7,9
 JT,Brubaker,664141,87.2,Changeup,28.2,15.6
 Sean,Guenther,674944,82.5,Slider,43.6,10.6
 James,Kaprielian,621076,92.4,Sinker,22.3,17
 Zack,Wheeler,554430,90.6,Changeup,23.3,13.9
 Jorge,Lopez,605347,85.9,Slider,31.9,1.6
 Chris,Rodriguez,669735,84.6,Curveball,49.5,8.1
 Bryan,Abreu,650556,86.5,Curveball,46.9,7.5
 Austin,Brice,592169,92.6,4-Seamer,25.6,17.7
 Drew,Hutchison,571800,85.1,Slider,39.3,5.1
 Alexander,Wells,649144,81.1,Slider,38.3,1.8
 Andres,Machado,600921,84.5,Slider,38.1,5.3
 Kohei,Arihara,685503,81.8,Slider,40.4,5.5
 Kyle,Barraclough,607457,77.2,Slider,45.4,17.8
 Will,Vest,676684,84.5,Changeup,34.2,15.2
 Jose,Urquidy,664353,77.2,Curveball,59.6,8.8
 Ryan,Borucki,621366,86.2,Slider,35.6,2.9
 Wander,Suero,593833,87,Changeup,30.3,11.9
 J.B.,Bukauskas,656266,86.1,Slider,35.4,3.2
 Wade,LeBlanc,453281,87.5,4-Seamer,19.9,7.8
 Aaron,Sanchez,592717,83.3,Changeup,33.5,13.3
 Marco,Gonzales,594835,88.1,4-Seamer,17.4,7.8
 Kyle,Tyler,667725,91,4-Seamer,17.1,1.8
 Jose,Alvarez,501625,91.3,4-Seamer,17.2,10.6
 Jason,Foley,671345,95.7,Sinker,22.2,16.2
 Cody,Ponce,664074,79.5,Curveball,54,6.5
 Sean,Nolin,543594,82.3,Cutter,34.9,4
 Erik,Swanson,657024,83.6,Splitter,33.3,9.6
 T.J.,McFarland,519008,82.1,Changeup,38.6,15.5
 Taylor,Clarke,664199,89.3,Changeup,28.4,14.6
 Julian,Merryweather,657240,97.5,4-Seamer,11.4,7.7
 James,Hoyt,624586,84.2,Slider,36.7,0.7
 Griffin,Canning,656288,81.9,Curveball,46.8,7.6
 Thomas,Eshelman,664045,77.8,Slider,41.5,7.1
 Brett,Anderson,474463,85.7,Cutter,27.4,0.7
 Sam,Hentges,656529,93,Sinker,22.5,11.9
 Yacksel,Rios,605441,86.5,Slider,33.4,2.9
 A.J.,Minter,621345,87.2,Changeup,32.9,16.6
 Wandy,Peralta,593974,95.6,4-Seamer,14.9,10.7
 Junior,Fernandez,658551,89.5,Changeup,28,13
 Johan,Oviedo,670912,86.4,Changeup,28.1,14.5
 Daniel,Castano,641447,80.4,Slider,41.1,6
 Andrew,Albers,452027,88.3,Sinker,20.1,13.3
 Luke,Jackson,592426,83.9,Curveball,51.5,5.3
 Peter,Solomon,656981,92.1,4-Seamer,13.9,7.9
 Duane,Underwood Jr.,621249,93.3,Sinker,20.6,14.3
 Cam,Bedrosian,592135,84.3,Splitter,26.6,12.4
 Patrick,Corbin,571578,81.5,Changeup,28.3,10.4
 Reiss,Knehr,663753,88.9,Changeup,29.9,16.2
 Chris,Mazza,607391,90.5,Sinker,29.4,18.6
 Ryan,Sherriff,595411,81,Slider,42,11
 Andrew,Albers,452027,88.4,4-Seamer,16.4,7.5
 Sonny,Gray,543243,83.9,Cutter,42,5.5
 Lance,Lynn,458681,87.2,Changeup,29.4,13.5
 Andrew,Miller,453192,88.9,Sinker,30.8,15.6
 Brent,Suter,608718,83.9,Changeup,25.2,11
 Joe,Kelly,523260,86.9,Changeup,30.4,17.7
 Riley,Smith,642092,79.3,Curveball,54.2,7.3
 Nick,Nelson,656793,89.2,Changeup,27.7,16
 J.C.,Mejia,650496,87.6,Changeup,31.2,12.9
 Lewis,Thorpe,626929,89.1,4-Seamer,17.4,7.9
 Joe,Mantiply,573009,83.4,Changeup,38.2,17.1
 Alex,Vesia,681911,85,Slider,32.5,6.6
 Robbie,Ray,592662,88.2,Changeup,21.8,10.2
 Aaron,Ashby,676879,88.8,Changeup,32.3,13.8
 Aaron,Sanchez,592717,90,4-Seamer,20.1,9.6
 Cam,Bedrosian,592135,81.2,Slider,48.6,3.4
 Edward,Cabrera,665795,92.1,Changeup,23.7,15.9
 Greg,Holland,518813,77.4,Curveball,53.6,4.5
 Alex,Reyes,621052,90.3,Changeup,23.6,10.7
 Joe,Jimenez,641729,90,Changeup,26.1,16.2
 Edgar,Garcia,658305,86.4,Slider,33.3,5.8
 Jake,Diekman,518617,95.3,Sinker,21.6,16.9
 Nate,Jones,518858,95.6,Sinker,13.5,9.7
 Kodi,Whitley,676831,84.7,Changeup,21.1,9.1
 Nate,Jones,518858,87.2,Slider,33.4,1.6
 Sergio,Romo,489265,80.2,Changeup,38.3,20.4
 Scott,Kazmir,431148,92.4,4-Seamer,15.8,11.2
 Stefan,Crichton,592233,77.7,Curveball,52.5,12.5
 David,Hale,571735,82.7,Changeup,31.3,12.5
 Justin,Lawrence,664875,81.8,Slider,42.4,14.1
 Yoan,Lopez,661255,95.7,4-Seamer,13.6,5.2
 Tyler,Webb,643778,90.7,Sinker,15.9,10.5
 Wyatt,Mills,670090,92.4,Sinker,30.5,18.4
 Framber,Valdez,664285,92.1,4-Seamer,22.2,5.1
 Anthony,Swarzak,461872,85.9,Slider,34.4,4.5
 Brooks,Raley,548384,79,Curveball,50.6,15.8
 Luis,Cessa,570666,87.8,Changeup,30.8,13.2
 Mac,Sceroler,669135,92.7,4-Seamer,13.1,5.7
 Wandy,Peralta,593974,88.1,Slider,30.4,0.5
 Jeremy,Beasley,676886,95.1,4-Seamer,13,6.4
 Evan,Phillips,623465,95.4,4-Seamer,15.8,8
 John,Gant,607231,74.7,Curveball,63.5,6.4
 Ryan,Buchter,488748,76.2,Curveball,47.5,16.3
 Jon,Heasley,669169,93.5,4-Seamer,13.8,9
 Aroldis,Chapman,547973,88.4,Splitter,37.7,2.7
 Trevor,Megill,656730,83.6,Curveball,48.2,7.9
 Stephen,Strasburg,544931,79.4,Curveball,51.9,15.4
 Danny,Duffy,518633,77.3,Curveball,62.1,7.4
 Brett,Anderson,474463,81.6,Slider,46.3,4.1
 Jacob,deGrom,594798,91.4,Changeup,29.9,14.2
 Garrett,Whitlock,676477,96.3,4-Seamer,14.6,11
 Kohei,Arihara,685503,90.2,Sinker,22.3,16
 Evan,Phillips,623465,84.4,Slider,38,15.3
 Jakob,Junis,596001,88.8,Cutter,26.1,1
 Keone,Kela,605309,94.7,4-Seamer,11.3,6.3
 Shane,Baz,669358,97,4-Seamer,11.2,9.7
 Matt,Andriese,542882,80.1,Curveball,56.9,6.2
 Matt,Moore,519043,89.5,Cutter,20,2
 Erik,Swanson,657024,86.2,Slider,31.4,6.7
 Riley,Smith,642092,84.2,Cutter,32.1,0.1
 Stephen,Strasburg,544931,91.9,4-Seamer,16.6,7.5
 Jhoulys,Chacin,468504,92.5,4-Seamer,17.4,4.7
 Liam,Hendriks,521230,85.8,Curveball,46.6,2.7
 Drew,Pomeranz,519141,84.2,Curveball,52,4.4
 Packy,Naughton,676050,81.7,Changeup,34.2,13.2
 Kyle,McGowin,641851,90.9,Sinker,22.5,16.3
 Collin,McHugh,543521,90.6,4-Seamer,16.1,8.4
 Carson,Fulmer,608334,86.6,Cutter,34.9,4.7
 Luis,Madero,650347,81,Slider,36,13.6
 Nick,Wittgren,621295,83.6,Slider,38.1,7.8
 Austin,Brice,592169,81.8,Curveball,42.4,7.5
 Cristian,Javier,664299,86.6,Changeup,27.4,15.6
 Steven,Brault,643230,83.8,Changeup,36.3,14
 Brooks,Kriske,621139,95.3,4-Seamer,11.5,5.1
 Carlos,Hernandez,672578,97.4,Sinker,12,10.8
 Antonio,Santos,665733,95.5,4-Seamer,17.2,11.1
 Will,Harris,501789,90.1,Cutter,19.9,3.5
 Dillon,Maples,596027,95.4,Sinker,22.4,11.3
 Burch,Smith,572143,78.7,Curveball,58.3,10.2
 Jose,Suarez,660761,91.3,Sinker,23.3,15.5
 Sean,Newcomb,656794,80,Curveball,59.7,10.5
 Seth,Lugo,607625,88.2,Slider,28.5,3.5
 Evan,Marshall,605359,93.1,4-Seamer,16.9,11.1
 Chris,Martin,455119,83.5,Slider,45.8,10.3
 Alex,Reyes,621052,79.4,Curveball,63.8,8.8
 Andrew,Kittredge,552640,94.6,4-Seamer,17.4,0.3
 Nate,Pearson,663878,87,Slider,36.1,6
 Steven,Brault,643230,82.6,Slider,40.4,5.7
 Alexander,Wells,649144,83.2,Changeup,30.5,14.3
 Cody,Poteet,547001,85.6,Slider,37.3,7.2
 Ryan,Weber,543901,88.7,Sinker,34.7,18.4
 Seth,Frankoff,571676,91.3,4-Seamer,17.9,8.8
 Albert,Abreu,656061,97.8,4-Seamer,13.3,11.7
 Huascar,Ynoa,660623,88.7,Changeup,25.1,14.1
 Raisel,Iglesias,628452,96.7,Sinker,17.5,15.2
 Braxton,Garrett,666129,76.7,Curveball,57.8,8.1
 Ryan,Tepera,572193,93.3,Sinker,18.6,15.1
 Joe,Ross,605452,88.6,Changeup,26.6,13.8
 Robert,Stock,476594,96.2,4-Seamer,16.5,11.4
 Mike,Baumann,657508,93.6,4-Seamer,13.3,3.3
 J.B.,Wendelken,605525,93.2,Sinker,24.1,16.7
 Adam,Plutko,592644,83.1,Slider,35.1,4.8
 Deolis,Guerra,500610,77.1,Curveball,60.7,9.7
 Jerad,Eickhoff,595191,82.5,Slider,34.4,2.5
 Albert,Abreu,656061,88.2,Changeup,26.7,16.8
 Edward,Cabrera,665795,87.6,Slider,34.6,4.4
 Tommy,Milone,543548,76.5,Changeup,37.4,14.7
 Cody,Ponce,664074,84,Slider,38.3,4.1
 Yoan,Lopez,661255,86.5,Slider,37.5,6.2
 Michael,King,650633,79.7,Curveball,41.7,17.6
 Jhonathan,Diaz,646242,85.7,Changeup,33.5,16.6
 Ben,Rowen,594985,71.4,Slider,40.6,15.3
 Connor,Overton,656818,92.4,4-Seamer,15.2,10
 Nick,Wittgren,621295,88.2,Cutter,28.6,3.9
 Andrew,Miller,453192,87.9,4-Seamer,22.8,8.3
 Jake,Faria,607188,75.9,Curveball,64.8,6
 Jake,Reed,596082,79.9,Slider,39.4,9.4
 Brandon,Waddell,663399,92.5,4-Seamer,15.5,3.2
 Richard,Lovelady,663992,93.1,4-Seamer,17.6,6.3
 Taylor,Williams,592865,83.9,Slider,37.9,1.8
 Elieser,Hernandez,622694,84.5,Changeup,28.2,15.7
 Luis,Cessa,570666,93.1,Sinker,19.7,14.1
 Austin,Warren,681810,93.8,4-Seamer,15.1,10
 Daulton,Jefferies,641726,93.5,Sinker,18.8,16.3
 Cody,Poteet,547001,86.8,Changeup,33.2,15.2
 Trevor,Bauer,545333,94.4,Sinker,15.9,14.8
 Michael,Rucker,621074,81.3,Curveball,50.1,15.5
 Reid,Detmers,672282,73.5,Curveball,65.2,12.6
 Ryan,Tepera,572193,86.5,Changeup,31.2,11.3
 Julian,Fernandez,642759,99,4-Seamer,13.9,7.1
 Domingo,Tapia,593619,87.7,Slider,35.6,4.9
 Mike,Wright Jr.,605541,85.8,Slider,35.1,4.6
 Jose,Alvarez,501625,81.5,Slider,36.7,4.9
 Zac,Lowther,675912,83.3,Changeup,27.7,13.9
 A.J.,Puk,640462,95.4,4-Seamer,16.3,8.5
 Cal,Quantrill,615698,81.4,Curveball,43,3.8
 Trevor,Stephan,663986,86.9,Splitter,32.2,12
 Tommy,Nance,667297,95.2,4-Seamer,18.5,8.5
 Matthew,Boyd,571510,73.4,Curveball,67.5,12.5
 Alex,Lange,656638,89,Changeup,29.6,16.3
 Carlos,Carrasco,471911,92.5,Sinker,25.3,15.7
 Tyler,Gilbert,656457,89.5,Sinker,22.8,15
 Edgar,Garcia,658305,94.2,Sinker,19.4,13.2
 Robert,Dugger,667498,80.7,Slider,43.6,4
 Brandon,Bielak,656232,88.2,Changeup,27.6,16.5
 Jake,Odorizzi,543606,73.5,Curveball,57.4,7.5
 Matt,Peacock,676840,86.6,Changeup,33.1,16.9
 John,King,667463,79.5,Slider,48,7.3
 Zach,Thompson,605507,92.1,Sinker,25.1,11.5
 Tyler,Clippard,461325,89,4-Seamer,15.7,5.8
 Jefry,Rodriguez,622446,94.4,Sinker,18.1,14.1
 Kyle,Zimmer,622092,77.8,Curveball,59,3.2
 Robert,Stephenson,596112,84.3,Slider,41.8,4.8
 Andres,Machado,600921,93.9,Sinker,16.9,12.6
 Chi Chi,Gonzalez,592346,90.7,Sinker,25.5,10.9
 Kohl,Stewart,640464,88.2,Cutter,28.1,4
 Geoff,Hartlieb,664129,84.8,Slider,41.9,12
 Josh,Taylor,657031,94.5,Sinker,19.2,13.3
 Tayler,Saucedo,642048,85.7,Slider,37.6,3.5
 Keone,Kela,605309,81.6,Curveball,49.3,0.3
 Paul,Blackburn,621112,85.8,Changeup,29.9,12.9
 Kenta,Maeda,628317,89.9,Sinker,25.2,15.7
